ingredients,dish
chili matar minced_meat onion,keema_matar
chili coconut_milk fish ginger tomato,fish_curry
cardamom cream garam_masala garlic onion paneer yogurt,shahi_paneer
besan bhindi garam_masala turmeric,bhindi_masala
aloo ghee turmeric yogurt,dahi_aloo
ginger kasuri_methi mushroom turmeric,mushroom_masala
basmati_rice cumin garlic ghee mutton,mutton_biryani
basmati_rice ghee ginger mutton saffron turmeric,mutton_biryani
aloo cumin garam_masala matar oil onion tomato,aloo_matar
coriander garlic lauki onion tomato,lauki_sabzi
chicken kasuri_methi onion tomato turmeric yogurt,chicken_tikka_masala
chili mustard_seeds tomato toor_dal,dal_tadka
basmati_rice cumin ghee ginger yogurt,biryani
butter chicken oil pepper tomato,chicken_curry
basmati_rice cardamom chicken ghee mint onion rice,chicken_biryani
basmati_rice bay_leaf cardamom chicken ginger onion yogurt,chicken_pulao
aloo amchur bread cumin tomato,aloo_sandwich
basmati_rice cardamom cauliflower cumin ghee ginger,vegetable_biryani
aloo bread butter cheese chili tomato,aloo_sandwich
ajwain aloo ghee gobi kasuri_methi oil tomato,aloo_gobi
aloo butter garam_masala matar turmeric,aloo_matar
chili cumin onion paneer tomato,paneer_butter_masala
ajwain besan bhindi cumin ginger tomato,bhindi_masala
garam_masala garlic paneer,paneer_bhurji
basmati_rice bay_leaf garam_masala ginger onion,vegetable_biryani
aloo coriander ginger oil onion spinach,saag_aloo
carrot cucumber cumin tomato yogurt,raita
chili ghee ginger matar minced_meat onion turmeric,keema_matar
carom_seeds cumin ghee methi wheat_flour yogurt,methi_paratha
aloo chili garam_masala garlic matar tomato,aloo_matar
chili coriander egg garlic,egg_curry
aloo amchur coriander ghee ginger methi oil,aloo_methi
chili cream garlic paneer tomato,shahi_paneer
basmati_rice cumin mint onion saffron,biryani
aloo bread cheese chili tomato,aloo_sandwich
egg garlic ginger oil rice soy_sauce,egg_fried_rice
amchur besan bhindi garam_masala,bhindi_masala
basmati_rice cumin garlic mutton yogurt,mutton_biryani
capsicum garam_masala paneer,paneer_bhurji
asafoetida curry_leaves garlic moong_dal tomato,tarka_dal
butter chicken cream cumin ginger,butter_chicken
coriander prawn tomato turmeric,prawn_masala
basmati_rice bay_leaf chicken clove ginger oil,chicken_pulao
chili coriander garlic toor_dal,dal_tadka
aloo cumin ginger wheat_flour,aloo_paratha
basmati_rice chicken cinnamon garlic ghee rice,chicken_biryani
cumin curry_leaves fish ginger oil,fish_curry
asafoetida cumin ghee onion tomato toor_dal,dal_tadka
asafoetida ghee oil toor_dal,dal_tadka
bhindi cumin ginger oil tomato,bhindi_masala
cumin kasuri_methi onion rajma urad_dal,dal_makhani
garam_masala onion paneer tomato,paneer_butter_masala
boondi cumin onion yogurt,raita
basmati_rice cardamom cumin garlic mint yogurt,biryani
butter capsicum onion pav pav_bhaji_masala potato tomato,pav_bhaji
chili_sauce oil onion rice soy_sauce spring_onion,vegetable_fried_rice
cumin curry_leaves peanut poha potato,poha
butter chili maggi_noodles masala,maggi
basmati_rice cardamom ginger potato,vegetable_pulao
aloo chili coriander ginger maida matar onion,samosa
garam_masala lauki tomato,lauki_sabzi
coriander cumin ginger palak paneer,palak_paneer
chili methi wheat_flour yogurt,methi_paratha
aloo coriander garlic ghee onion palak,aloo_palak
coriander mushroom oil turmeric,mushroom_masala
aloo coriander garam_masala ghee ginger oil palak,aloo_palak
chicken chili coriander ghee,korma
garlic kasuri_methi mushroom oil,mushroom_masala
amchur baingan garlic mustard_oil oil turmeric,baingan_bharta
ajwain besan oil potato spinach turmeric,pakora
aloo butter chili ginger wheat_flour,aloo_paratha
cumin ghee matar onion paneer tomato,matar_paneer
cumin ginger paneer wheat_flour,paneer_paratha
chili egg garlic ginger,egg_curry
ginger mutton onion turmeric,mutton_curry
asafoetida chili ghee onion toor_dal,dal_fry
butter chili maggi_noodles masala turmeric,maggi
butter carrot chili ginger maggi_noodles masala,maggi
cumin garam_masala ghee matar minced_meat oil,keema_matar
chili lauki onion,lauki_sabzi
butter cashew chicken chili,butter_chicken
baingan chili coriander ginger mustard_oil,baingan_bharta
garam_masala matar minced_meat oil tomato,keema_matar
besan ghee ginger mustard_seeds onion turmeric yogurt,kadhi_pakora
cumin egg garlic ginger onion turmeric,egg_curry
basmati_rice bay_leaf corn ginger,vegetable_pulao
chicken chili ginger oil pepper tomato,chicken_curry
coriander fennel ginger maida moong_dal,kachori
garam_masala garlic moong_dal,moong_dal
chickpea cumin garlic onion tomato,chana_masala
chili ghee kasuri_methi toor_dal,dal_tadka
beans carrot garlic pepper rice soy_sauce,vegetable_fried_rice
cream paneer turmeric,paneer_tikka_masala
chili coconut_milk coriander garlic oil prawn,prawn_masala
garam_masala ghee ginger moong_dal pepper rice,khichdi
aloo butter ginger gobi kasuri_methi,aloo_gobi
beans chili_sauce garlic onion rice soy_sauce,vegetable_fried_rice
ghee ginger moong_dal pepper rice turmeric,khichdi
basmati_rice capsicum clove onion,vegetable_pulao
cream cumin palak paneer,palak_paneer
bread cucumber onion pepper,vegetable_sandwich
chili coriander egg oil onion tomato,omelette
basmati_rice bay_leaf chicken garlic ginger onion pepper,chicken_pulao
aloo amchur chili garlic matar oil tomato,aloo_matar
ajwain aloo butter cumin ghee wheat_flour,aloo_paratha
besan cumin curry_leaves ghee oil onion yogurt,kadhi_pakora
aloo besan chili garlic oil pav turmeric,vada_pav
fish mustard_seeds oil,fish_curry
ajwain aloo maida matar oil,samosa
cumin rajma tomato urad_dal,dal_makhani
ajwain amchur besan bhindi oil tomato,bhindi_masala
baingan coriander onion,baingan_bharta
butter cumin garam_masala ginger onion rajma urad_dal,dal_makhani
aloo coriander cumin garlic methi oil onion,aloo_methi
chili cumin mutton onion tomato yogurt,mutton_curry
chicken garlic kasuri_methi oil pepper,chicken_curry
curry_leaves fish oil onion tomato,fish_curry
butter capsicum garam_masala paneer,paneer_bhurji
carrot chili_sauce egg garlic rice spring_onion,egg_fried_rice
ajwain ghee onion paneer wheat_flour,paneer_paratha
garam_masala ginger moong_dal oil onion turmeric,moong_dal
asafoetida besan ginger oil onion yogurt,kadhi_pakora
aloo amchur butter chili ghee ginger wheat_flour,aloo_paratha
aloo bread butter chaat_masala coriander onion tomato,aloo_sandwich
aloo butter coriander garam_masala ginger gobi onion,aloo_gobi
beans carrot cauliflower cumin ghee peas tomato,mixed_vegetable
basmati_rice chicken chili mint onion rice turmeric,chicken_biryani
butter cream garam_masala garlic rajma urad_dal,dal_makhani
aloo cumin garlic ghee palak turmeric,aloo_palak
coconut_milk coriander fish,fish_curry
asafoetida ginger onion peas semolina,upma
chili coriander ghee ginger lauki oil,lauki_sabzi
chili ginger prawn,prawn_masala
aloo cumin ghee gobi oil onion,aloo_gobi
butter chili garam_masala ghee onion palak paneer,palak_paneer
coriander egg garam_masala garlic oil tomato,anda_bhurji
aloo besan bread_crumbs chaat_masala ginger,aloo_tikki
chicken coriander ginger turmeric,chicken_curry
chili garlic kasuri_methi toor_dal,dal_fry
basmati_rice clove onion peas,vegetable_biryani
butter chicken chili ginger onion tomato,butter_chicken
aloo amchur bhindi cumin ginger onion,aloo_bhindi
basmati_rice chili ginger mutton yogurt,mutton_biryani
chicken chili cream garlic tomato,chicken_tikka_masala
butter chicken chili cream tomato turmeric yogurt,chicken_tikka_masala
aloo cumin garam_masala matar oil onion,aloo_matar
besan fenugreek_seeds ginger mustard_seeds onion yogurt,kadhi_pakora
chili cumin ghee toor_dal,dal_fry
garam_masala garlic onion tomato toor_dal,dal_fry
ajwain butter ghee methi turmeric wheat_flour,methi_paratha
coriander garlic kasuri_methi rajma tomato urad_dal,dal_makhani
coriander egg onion turmeric,omelette
asafoetida cumin garlic ghee ginger moong_dal,tarka_dal
chicken garam_masala garlic tomato yogurt,chicken_curry
chicken garam_masala onion turmeric,chicken_curry
garam_masala garlic onion paneer tomato,paneer_butter_masala
cumin peanut poha potato,poha
coriander cumin ghee gobi onion wheat_flour,gobi_paratha
basmati_rice cardamom corn ghee oil onion,vegetable_pulao
capsicum oil rice soy_sauce spring_onion vinegar,vegetable_fried_rice
bhindi coriander ginger,bhindi_masala
basmati_rice chili garlic mint saffron,biryani
butter chicken garlic kasuri_methi onion,butter_chicken
besan onion turmeric yogurt,kadhi_pakora
chili cumin garlic ghee onion toor_dal,dal_tadka
basmati_rice bay_leaf chili garlic mutton,mutton_biryani
basmati_rice bay_leaf chicken ginger oil onion,chicken_pulao
coriander egg garlic ginger onion turmeric,egg_curry
butter chili ghee methi turmeric wheat_flour,methi_paratha
chili cumin garlic matar onion paneer tomato,matar_paneer
asafoetida cumin ghee masoor_dal oil tomato,masoor_dal
chili cream ghee kasuri_methi oil palak paneer,palak_paneer
garam_masala ghee matar minced_meat,keema_matar
chicken cream garlic tomato turmeric,chicken_tikka_masala
chili cumin oil palak paneer,palak_paneer
garlic ghee mustard_seeds tomato toor_dal,dal_tadka
coriander garlic ghee ginger palak paneer,palak_paneer
cumin garam_masala ghee ginger matar paneer tomato,matar_paneer
chili egg ginger,egg_curry
garam_masala ghee ginger gobi onion wheat_flour,gobi_paratha
cashew chicken coriander cumin,korma
butter cashew chili garlic paneer tomato,paneer_butter_masala
aloo butter coriander garam_masala ginger matar,aloo_matar
egg garlic ginger onion turmeric,anda_bhurji
chili coriander prawn tomato,prawn_masala
asafoetida besan onion yogurt,kadhi_pakora
ginger kasuri_methi mushroom,mushroom_masala
aloo garam_masala ginger maida oil onion,samosa
butter cashew chicken chili cream garlic kasuri_methi,butter_chicken
aloo besan chili coriander oil,aloo_tikki
ginger moong_dal oil onion pepper rice turmeric,khichdi
butter chicken coriander onion,butter_chicken
fish ginger onion turmeric,fish_curry
aloo amchur bread butter chili tomato,aloo_sandwich
chicken coriander cumin onion,chicken_curry
chili cream garam_masala garlic onion paneer,paneer_tikka_masala
chili_sauce corn onion pepper rice spring_onion,vegetable_fried_rice
aloo amchur butter gobi,aloo_gobi
chili coriander cream garlic paneer tomato,shahi_paneer
butter coriander paneer,paneer_bhurji
basmati_rice garam_masala garlic mint mutton,mutton_biryani
aloo amchur maida matar,samosa
chicken coriander garam_masala onion tomato yogurt,chicken_tikka_masala
cucumber cumin yogurt,raita
mustard_seeds oil onion poha potato turmeric,poha
bay_leaf coriander mutton tomato yogurt,mutton_curry
chili ginger onion prawn turmeric,prawn_masala
cumin garlic matar minced_meat onion turmeric,keema_matar
bread capsicum chili onion,vegetable_sandwich
garam_masala mushroom onion turmeric,mushroom_masala
coriander cream garlic oil tomato,tomato_soup
aloo chili ghee methi,aloo_methi
asafoetida ginger oil onion toor_dal turmeric,dal_fry
chili garlic onion paneer turmeric yogurt,paneer_tikka_masala
cumin garam_masala garlic ghee ginger matar paneer,matar_paneer
butter coriander gobi wheat_flour,gobi_paratha
basmati_rice bay_leaf chicken pepper yogurt,chicken_pulao
ajwain aloo ghee wheat_flour,aloo_paratha
butter capsicum coriander ginger pav potato turmeric,pav_bhaji
coconut_milk cumin fish onion tomato turmeric,fish_curry
aloo butter cumin gobi kasuri_methi onion,aloo_gobi
besan lemon mustard_seeds oil sugar turmeric yogurt,dhokla
basmati_rice cardamom ginger onion,biryani
carrot chili_sauce egg onion pepper rice,egg_fried_rice
garam_masala garlic ginger tomato toor_dal turmeric,dal_fry
egg oil pepper rice soy_sauce,egg_fried_rice
aloo amchur garam_masala maida onion,samosa
aloo butter chili cumin garlic gobi tomato,aloo_gobi
egg onion pepper rice,egg_fried_rice
aloo amchur gobi onion,aloo_gobi
chickpea coriander ginger onion tomato,chana_masala
cream pepper tomato,tomato_soup
coriander ghee onion tomato toor_dal,dal_fry
butter chili coriander ghee gobi wheat_flour,gobi_paratha
basmati_rice cardamom clove mint mutton,mutton_biryani
chili garlic ginger lauki oil turmeric,lauki_sabzi
ajwain besan bhindi cumin onion,bhindi_masala
coriander ghee ginger kasuri_methi oil palak paneer,palak_paneer
aloo butter onion palak turmeric,aloo_palak
curry_leaves ginger oil semolina,upma
chili curry_leaves garlic ginger moong_dal tomato,tarka_dal
butter cumin garam_masala onion palak paneer,palak_paneer
aloo coriander garlic ghee yogurt,dahi_aloo
chickpea coriander maida oil,chole_bhature
aloo besan bread_crumbs chili cumin ginger onion,aloo_tikki
egg garlic oil onion pepper rice vinegar,egg_fried_rice
baingan garam_masala ginger onion,baingan_bharta
cumin ghee ginger masoor_dal oil,masoor_dal
amchur baingan chili garlic oil,baingan_bharta
cumin garam_masala garlic ghee moong_dal onion rice,khichdi
aloo gobi kasuri_methi oil tomato,aloo_gobi
chili garam_masala ginger onion paneer,paneer_bhurji
besan lemon turmeric yogurt,dhokla
aloo bread chaat_masala cheese coriander onion,aloo_sandwich
aloo chili ginger turmeric yogurt,dahi_aloo
basmati_rice cinnamon ginger mutton,mutton_biryani
baingan mustard_oil oil turmeric,baingan_bharta
chicken chili cream cumin garlic ginger tomato,chicken_tikka_masala
cumin fish oil onion turmeric,fish_curry
coriander ghee masoor_dal mustard_seeds oil,masoor_dal
aloo chili cumin ghee ginger gobi,aloo_gobi
ghee ginger kasuri_methi toor_dal,dal_fry
chili garlic masoor_dal,masoor_dal
garlic ghee ginger kasuri_methi lauki,lauki_sabzi
basmati_rice cauliflower coriander garlic,vegetable_biryani
basmati_rice beans chili garlic onion saffron,vegetable_biryani
cream cumin garlic kasuri_methi rajma urad_dal,dal_makhani
butter cashew chicken cream tomato turmeric,butter_chicken
cashew coriander cream garam_masala ginger onion paneer,shahi_paneer
aloo chili cumin ginger maida oil onion,samosa
capsicum curry_leaves mustard_seeds semolina urad_dal,upma
beans carrot garam_masala peas tomato,mixed_vegetable
carrot cucumber cumin yogurt,raita
chicken cumin onion,korma
cardamom chicken coriander garlic,korma
carrot chili tomato yogurt,raita
asafoetida chili maida moong_dal oil,kachori
chickpea coriander garam_masala maida oil yogurt,chole_bhature
oil pepper tomato,tomato_soup
butter chili garlic onion pav potato turmeric,pav_bhaji
butter cashew chicken coriander tomato turmeric,butter_chicken
cumin ghee masoor_dal onion,masoor_dal
boondi carrot coriander yogurt,raita
asafoetida masoor_dal mustard_seeds oil,masoor_dal
chili egg oil,egg_curry
butter cashew chili cream paneer,shahi_paneer
chili cream onion pepper tomato,tomato_soup
coriander fish ginger tomato turmeric,fish_curry
bread capsicum carrot chaat_masala cheese pepper,vegetable_sandwich
chicken coriander garlic kasuri_methi onion tomato,chicken_tikka_masala
garlic moong_dal turmeric,tarka_dal
coconut_milk cumin ginger oil prawn,prawn_masala
basmati_rice bay_leaf chicken ghee onion,chicken_pulao
basmati_rice bay_leaf ginger mutton yogurt,mutton_biryani
basmati_rice cinnamon garam_masala garlic mutton,mutton_biryani
basmati_rice cumin garlic mutton saffron,mutton_biryani
coriander cream pepper tomato,tomato_soup
garam_masala garlic ginger moong_dal oil rice,khichdi
basmati_rice cardamom cauliflower ginger,vegetable_biryani
chili ginger onion palak paneer,palak_paneer
butter chili cream onion rajma urad_dal,dal_makhani
coriander mustard_seeds onion tomato toor_dal,dal_tadka
